cost,cost_step,batches,learning rate,batch_size,per_batch,dropout,k_conv,n_conv1,n_conv2,n_layer,n_lstm,n_steps,train step,xentropy,rmse,accuracy,xentropy_last,rmse_last,accuracy_last
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,50,7.5412,0.000531313,0.000967586,7.53981,0.000530815,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,60,7.54132,0.000531225,0.000483793,7.54051,0.00053081,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,70,7.5415,0.000531124,0.000241896,7.54047,0.000530806,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,80,7.54139,0.000531041,0.000967586,7.54073,0.000530804,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,90,7.54138,0.000530961,0.0,7.54065,0.0005308,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,100,7.54139,0.00053086,0.000483793,7.5418,0.000530799,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,110,7.54138,0.000530722,0.0,7.54067,0.000530798,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,120,7.54124,0.000530607,0.000241896,7.54122,0.000530797,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,130,7.54132,0.000530515,0.000241896,7.54141,0.000530795,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,140,7.54128,0.000530439,0.00145138,7.54169,0.000530794,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,150,7.54128,0.000530324,0.000725689,7.54186,0.000530793,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,160,7.54126,0.000530241,0.000241896,7.5417,0.000530793,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,170,7.54133,0.000530157,0.000241896,7.54176,0.000530792,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,180,7.54124,0.000530069,0.000241896,7.54143,0.000530791,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,190,7.54126,0.000529989,0.000725689,7.54164,0.000530791,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,200,7.54115,0.000529906,0.000483793,7.54171,0.000530791,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,210,7.54106,0.000529836,0.000967586,7.54174,0.000530791,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,220,7.54118,0.000529733,0.000241896,7.54158,0.000530791,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,230,7.54106,0.000529633,0.000241896,7.54162,0.00053079,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,240,7.54114,0.000529552,0.0,7.54159,0.00053079,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,250,7.54107,0.000529498,0.000483793,7.54118,0.00053079,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,260,7.54112,0.000529416,0.000725689,7.54165,0.000530789,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,270,7.54114,0.000529363,0.0,7.54132,0.000530789,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,280,7.54113,0.000529255,0.000241896,7.54119,0.000530788,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,290,7.54114,0.000529204,0.0,7.54094,0.000530789,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,300,7.54112,0.00052915,0.0,7.54154,0.000530788,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,310,7.54118,0.000529224,0.00193517,7.54176,0.000530788,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,320,7.54126,0.000529167,0.000967586,7.54162,0.000530788,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,330,7.54124,0.000529059,0.000725689,7.54177,0.000530788,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,340,7.54116,0.000529009,0.000725689,7.54177,0.000530788,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,350,7.54116,0.000528937,0.00120948,7.54174,0.000530788,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,360,7.54119,0.000528873,0.000483793,7.54169,0.000530788,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,370,7.5412,0.000528826,0.00120948,7.54152,0.000530788,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,380,7.5412,0.000528745,0.000483793,7.54158,0.000530787,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,390,7.54118,0.000528687,0.000483793,7.54162,0.000530787,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,400,7.54117,0.000528628,0.000241896,7.54168,0.000530787,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,410,7.54099,0.000528464,0.0,7.54096,0.000530787,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,420,7.54102,0.00052842,0.000241896,7.54084,0.000530787,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,430,7.54104,0.000528336,0.000241896,7.541,0.000530788,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,440,7.54103,0.000528297,0.000241896,7.54088,0.000530787,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,450,7.54103,0.000528244,0.000483793,7.54099,0.000530787,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,460,7.54102,0.000528188,0.000483793,7.54084,0.000530787,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,470,7.541,0.000528132,0.000483793,7.54092,0.000530787,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,480,7.54103,0.000528091,0.0,7.54104,0.000530786,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,490,7.54103,0.00052805,0.000725689,7.54088,0.000530787,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,-1,7.54108,0.000530126,0.000214408,7.54019,0.000530787,0.0
