fixed,noise,batches,learning rate,batch_size,per_batch,dropout,k_conv,n_conv1,n_conv2,n_layer,n_steps,train step,xentropy,rmse,accuracy
True,False,10,0.005,100,500,0.99,3,2,7,2,1,590,0.562283,0.0414031,0.87
True,False,10,0.005,100,500,0.99,3,2,7,2,1,600,0.330709,0.0384054,0.9
True,False,10,0.005,100,500,0.99,3,2,7,2,1,610,0.593688,0.0380777,0.9
True,False,10,0.005,100,500,0.99,3,2,7,2,1,620,0.539503,0.0399771,0.89
True,False,10,0.005,100,500,0.99,3,2,7,2,1,630,0.296511,0.0292225,0.96
True,False,10,0.005,100,500,0.99,3,2,7,2,1,640,0.215893,0.0315751,0.94
True,False,10,0.005,100,500,0.99,3,2,7,2,1,650,0.420398,0.0376679,0.91
True,False,10,0.005,100,500,0.99,3,2,7,2,1,660,0.351643,0.0367915,0.92
True,False,10,0.005,100,500,0.99,3,2,7,2,1,670,0.243482,0.0337181,0.92
True,False,10,0.005,100,500,0.99,3,2,7,2,1,680,0.250634,0.0304242,0.93
True,False,10,0.005,100,500,0.99,3,2,7,2,1,690,0.191245,0.0327332,0.92
True,False,10,0.005,100,500,0.99,3,2,7,2,1,700,0.334172,0.0363285,0.91
True,False,10,0.005,100,500,0.99,3,2,7,2,1,710,0.208901,0.0316143,0.92
True,False,10,0.005,100,500,0.99,3,2,7,2,1,720,0.208562,0.0292391,0.93
True,False,10,0.005,100,500,0.99,3,2,7,2,1,730,0.119797,0.0260898,0.95
True,False,10,0.005,100,500,0.99,3,2,7,2,1,740,0.178615,0.0278898,0.96
True,False,10,0.005,100,500,0.99,3,2,7,2,1,750,0.218874,0.0284981,0.95
True,False,10,0.005,100,500,0.99,3,2,7,2,1,760,0.0727581,0.0204905,0.98
True,False,10,0.005,100,500,0.99,3,2,7,2,1,770,0.0508111,0.0168903,0.97
True,False,10,0.005,100,500,0.99,3,2,7,2,1,780,0.267013,0.0303844,0.94
True,False,10,0.005,100,500,0.99,3,2,7,2,1,790,0.193561,0.0307875,0.95
True,False,10,0.005,100,500,0.99,3,2,7,2,1,800,0.26235,0.0270446,0.96
True,False,10,0.005,100,500,0.99,3,2,7,2,1,810,0.359732,0.0295959,0.95
True,False,10,0.005,100,500,0.99,3,2,7,2,1,820,0.131069,0.0203075,0.98
True,False,10,0.005,100,500,0.99,3,2,7,2,1,830,0.092162,0.024185,0.96
True,False,10,0.005,100,500,0.99,3,2,7,2,1,840,0.141279,0.026405,0.96
True,False,10,0.005,100,500,0.99,3,2,7,2,1,850,0.155062,0.0249427,0.96
True,False,10,0.005,100,500,0.99,3,2,7,2,1,860,0.111654,0.0217151,0.97
True,False,10,0.005,100,500,0.99,3,2,7,2,1,870,0.125345,0.0268463,0.95
True,False,10,0.005,100,500,0.99,3,2,7,2,1,880,0.23034,0.0276997,0.95
True,False,10,0.005,100,500,0.99,3,2,7,2,1,890,0.188581,0.0319886,0.93
True,False,10,0.005,100,500,0.99,3,2,7,2,1,900,0.0898376,0.021797,0.97
True,False,10,0.005,100,500,0.99,3,2,7,2,1,910,0.189933,0.0294108,0.95
True,False,10,0.005,100,500,0.99,3,2,7,2,1,920,0.034269,0.013782,0.99
True,False,10,0.005,100,500,0.99,3,2,7,2,1,930,0.0862577,0.0222206,0.97
True,False,10,0.005,100,500,0.99,3,2,7,2,1,940,0.298586,0.0329635,0.93
True,False,10,0.005,100,500,0.99,3,2,7,2,1,950,0.129637,0.0257534,0.95
True,False,10,0.005,100,500,0.99,3,2,7,2,1,960,0.118924,0.0232481,0.97
True,False,10,0.005,100,500,0.99,3,2,7,2,1,970,0.0241368,0.0100062,1.0
